dataset,algorithm,alpha,N,F1,distinct,space,max_space,update_time_s,time_per_update_us,mean_absolute_error,max_absolute_error,median_absolute_error,mean_relative_error,max_relative_error,median_relative_error,nrmse,weighted_mean_rel_error,hh_precision,hh_recall,hh_f1,num_true_hh,num_est_hh
Uniform,MisraGries,8.0,499998,33334,24299,490,800,0.06358524999814108,0.1271710086803169,1.3515371002921932,8.0,1.0,4.054530210272374e-05,0.00023999520009599807,2.999940001199976e-05,4.489455249182156e-05,4.928022877113706e-05,1.0,1.0,1.0,0,0
Uniform,LazySS±,8.0,499998,33334,24299,800,800,0.7477772500133142,1.4955604822685575,2.6333593975060703,41.0,1.0,7.89992019411433e-05,0.0012299754004919902,2.999940001199976e-05,0.00022219723784552026,9.529538814635599e-05,1.0,1.0,1.0,0,0
Uniform,SS±,8.0,499998,33334,24299,800,800,0.7468437079805881,1.4936933907347392,2.6333593975060703,41.0,1.0,7.89992019411433e-05,0.0012299754004919902,2.999940001199976e-05,0.00022219723784552026,9.529538814635599e-05,1.0,1.0,1.0,0,0
Uniform,DoubleSS±,8.0,499998,33334,24299,800,800,5.292652083968278,10.585346509322592,12.194246676817976,666.0,1.0,0.0003658200839028611,0.019979600407991842,2.999940001199976e-05,0.0025472214788149713,0.0004511654532014058,0.0,1.0,0.0,0,396
Uniform,IntegratedSS±,8.0,499998,33334,24299,800,800,1.2124640829861164,2.4249378657236957,2.6333593975060703,41.0,1.0,7.89992019411433e-05,0.0012299754004919902,2.999940001199976e-05,0.00022219723784552026,9.529538814635599e-05,1.0,1.0,1.0,0,0
Uniform,CountMin,8.0,499998,33334,24299,1360,1360,0.6375078340061009,1.275020768095274,108.91518169471995,137.0,109.0,0.003267390103039538,0.004109917801643967,0.003269934601307974,0.0032749411531889706,0.003268462260202207,1.0,1.0,1.0,0,0
Uniform,α-CountMin,8.0,499998,33334,24299,4350,4350,0.2847545000258833,0.5695112780968791,12.500308654677147,25.0,12.0,0.00037500175960512237,0.000749985000299994,0.0003599928001439971,0.00038600938583243163,0.00037463071462156286,1.0,1.0,1.0,0,0
Uniform,CountSketch,8.0,499998,33334,24299,150000,150000,1.0473467499832623,2.09470187877404,0.2034651631754393,3.0,0.0,6.103832818606807e-06,8.999820003599928e-05,0.0,1.4463243981989587e-05,6.099955999320045e-06,1.0,1.0,1.0,0,0
Uniform,α-CountSketch,8.0,499998,33334,24299,60000,60000,0.4552833749912679,0.9105703922641049,0.5042182805876785,4.0,0.0,1.5126245892712503e-05,0.00011999760004799904,0.0,2.2694440533704015e-05,1.5353385858424307e-05,1.0,1.0,1.0,0,0
Uniform,LearnedISS±,8.0,499998,33334,24299,800,800,5.308458374987822,10.616959217812514,2.2042882423144987,34.0,1.0,6.61273247229405e-05,0.0010199796004079918,2.999940001199976e-05,0.00016717487743391355,7.990240387188416e-05,1.0,1.0,1.0,0,0
Binomial,MisraGries,8.0,499998,33334,18,18,800,0.05312399996910244,0.10624842493190462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,LazySS±,8.0,499998,33334,18,18,800,0.05555791698861867,0.11111627844235111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,SS±,8.0,499998,33334,18,18,800,0.05671675002668053,0.11343395378917621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,DoubleSS±,8.0,499998,33334,18,38,800,0.05931358301313594,0.11862764053683403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,IntegratedSS±,8.0,499998,33334,18,18,800,0.06387962499866262,0.12775976103636938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,CountMin,8.0,499998,33334,18,1360,1360,0.6233627499896102,1.246730486901168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,α-CountMin,8.0,499998,33334,18,4350,4350,0.2760812910273671,0.5521647907138971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,CountSketch,8.0,499998,33334,18,150000,150000,1.0211837079841644,2.042375585470671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,α-CountSketch,8.0,499998,33334,18,60000,60000,0.4386159160058014,0.8772353409529666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
Binomial,LearnedISS±,8.0,499998,33334,18,19,800,0.1505346249905415,0.3010704542629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11,11
MAWI,MisraGries,8.0,499998,33334,6376,401,800,0.060459583008196205,0.1209196496949912,1.8844102885821832,15.0,1.0,5.6531178033904816e-05,0.0004499910001799964,2.999940001199976e-05,9.895692073669425e-05,0.0003356397742747731,1.0,1.0,1.0,16,16
MAWI,LazySS±,8.0,499998,33334,6376,800,800,0.21168391598621383,0.42336952545052947,2.3717063989962357,15.0,1.0,7.114976897450758e-05,0.0004499910001799964,2.999940001199976e-05,0.00012801533759501397,4.73417063128108e-05,1.0,1.0,1.0,16,16
MAWI,SS±,8.0,499998,33334,6376,800,800,0.2128037919756025,0.4256092863883506,2.3717063989962357,15.0,1.0,7.114976897450758e-05,0.0004499910001799964,2.999940001199976e-05,0.00012801533759501397,4.73417063128108e-05,1.0,1.0,1.0,16,16
MAWI,DoubleSS±,8.0,499998,33334,6376,800,800,1.4574954159907065,2.9150024919913813,15.098023839397742,353.0,1.0,0.00045293165654880133,0.010589788204235916,2.999940001199976e-05,0.0020567757924475605,0.0007342851283011539,0.060836501901140684,1.0,0.1146953405017921,16,263
MAWI,IntegratedSS±,8.0,499998,33334,6376,800,800,0.3209008750272915,0.641804317271852,2.3717063989962357,15.0,1.0,7.114976897450758e-05,0.0004499910001799964,2.999940001199976e-05,0.00012801533759501397,4.73417063128108e-05,1.0,1.0,1.0,16,16
MAWI,CountMin,8.0,499998,33334,6376,1360,1360,1.154926625022199,2.309862489494356,29.829203262233374,231.0,28.0,0.0008948582007029872,0.006929861402771945,0.0008399832003359933,0.0009603674923307887,0.0009137676489285358,0.9411764705882353,1.0,0.9696969696969697,16,17
MAWI,α-CountMin,8.0,499998,33334,6376,4350,4350,0.49074366700369865,0.9814912599724372,3.1323713927227104,214.0,2.0,9.396926239643337e-05,0.006419871602567948,5.999880002399952e-05,0.0002154428349376302,9.330376781196601e-05,1.0,1.0,1.0,16,16
MAWI,CountSketch,8.0,499998,33334,6376,150000,150000,2.1077023340039887,4.215421529694096,0.01239021329987453,2.0,0.0,3.716989650169356e-07,5.999880002399952e-05,0.0,3.3812783530859025e-06,1.9889204423867364e-07,1.0,1.0,1.0,16,16
MAWI,α-CountSketch,8.0,499998,33334,6376,60000,60000,0.8730382079957053,1.7460834003250119,1.1718946047678795,484.0,0.0,3.515613502033598e-05,0.014519709605807883,0.0,0.00041262885820479077,2.2935582567523068e-05,0.9411764705882353,1.0,0.9696969696969697,16,17
MAWI,LearnedISS±,8.0,499998,33334,6376,800,800,2.0146545409807004,4.029325199262198,1.3015997490589712,13.0,1.0,3.904721152753859e-05,0.0003899922001559969,2.999940001199976e-05,4.9391018248310566e-05,1.7460201584952522e-05,1.0,1.0,1.0,16,16
